date,mdate,companyname,companyid,oil,airline,r,r_f,r_mkt,r_xle
14245,1999m1,PHILLIPS PETROLEUM CO,13928,1,0,"-0,093841642","0,00011685485","0,038504586","-0,065595709"
14276,1999m2,PHILLIPS PETROLEUM CO,13928,1,0,"0,010118593","0,00011782611","-0,038085721","-0,0085959872"
14304,1999m3,PHILLIPS PETROLEUM CO,13928,1,0,"0,22132471","0,00011281052","0,038275369","0,14139979"
14335,1999m4,PHILLIPS PETROLEUM CO,13928,1,0,"0,078536585","0,00013373821","0,049068794","0,14803049"
14365,1999m5,PHILLIPS PETROLEUM CO,13928,1,0,"0,035802472","0,00012326044","-0,020548344","-0,021582734"
14396,1999m6,PHILLIPS PETROLEUM CO,13928,1,0,"-0,040524431","0,00011991614","0,051715218","0,020415537"
14426,1999m7,PHILLIPS PETROLEUM CO,13928,1,0,"0,026700037","0,00011591156","-0,031125946","0,018941505"
14457,1999m8,PHILLIPS PETROLEUM CO,13928,1,0,"-0,0060901348","0,00012026449","-0,0088511091","0,010934936"
14488,1999m9,PHILLIPS PETROLEUM CO,13928,1,0,"-0,044117637","0,00012538896","-0,022750048","-0,046016637"
14518,1999m10,PHILLIPS PETROLEUM CO,13928,1,0,"-0,050727628","0,00011929624","0,05984056","-0,029328687"
14549,1999m11,PHILLIPS PETROLEUM CO,13928,1,0,"0,020366754","0,00011943559","0,033306815","-0,0017341104"
14579,1999m12,PHILLIPS PETROLEUM CO,13928,1,0,"-0,015686274","0,00011104446","0,077118553","0,0035492752"
14610,2000m1,PHILLIPS PETROLEUM CO,13928,1,0,"-0,097931035","0,00011832078","-0,033030529","0,028235294"
14641,2000m2,PHILLIPS PETROLEUM CO,13928,1,0,"-0,0592498","0,00014225645","0,03263865","-0,042334098"
14670,2000m3,PHILLIPS PETROLEUM CO,13928,1,0,"0,21311475","0,00013925054","0,050789982","0,12455773"
14701,2000m4,PHILLIPS PETROLEUM CO,13928,1,0,"0,032801703","0,0001615323","-0,059529461","-0,014925371"
14731,2000m5,PHILLIPS PETROLEUM CO,13928,1,0,"0,20685112","0,00014765505","-0,037927296","0,11742424"
14762,2000m6,PHILLIPS PETROLEUM CO,13928,1,0,"-0,11462882","0,00012809699","0,052085973","-0,055097468"
14792,2000m7,PHILLIPS PETROLEUM CO,13928,1,0,"0,0032016996","0,00014835228","-0,028385125","-0,044012282"
14823,2000m8,PHILLIPS PETROLEUM CO,13928,1,0,"0,21771218","0,00016490924","0,075791962","0,10920771"
14854,2000m9,PHILLIPS PETROLEUM CO,13928,1,0,"0,014141416","0,00016419632","-0,051347088","0,01632951"
14884,2000m10,PHILLIPS PETROLEUM CO,13928,1,0,"-0,047777269","0,00015839377","-0,021384722","-0,042033873"
14915,2000m11,PHILLIPS PETROLEUM CO,13928,1,0,"-0,085020237","0,00016623395","-0,10299527","-0,052450977"
14945,2000m12,PHILLIPS PETROLEUM CO,13928,1,0,"0,006637169","0,00016001069","0,020499526","0,10206194"
14976,2001m1,PHILLIPS PETROLEUM CO,13928,1,0,"0,030857164","0,00015483709","0,041932203","-0,031864375"
15007,2001m2,PHILLIPS PETROLEUM CO,13928,1,0,"-0,085215054","0,00013004697","-0,099504508","-0,012138229"
15035,2001m3,PHILLIPS PETROLEUM CO,13928,1,0,"0,032639243","0,00013338997","-0,070444085","-0,029795604"
15066,2001m4,PHILLIPS PETROLEUM CO,13928,1,0,"0,088789195","0,00012235466","0,084054954","0,10325727"
15096,2001m5,PHILLIPS PETROLEUM CO,13928,1,0,"0,086241603","0,0001007467","0,010347549","-0,0094478838"
15127,2001m6,PHILLIPS PETROLEUM CO,13928,1,0,"-0,11955512","0,000091923757","-0,017543621","-0,09116216"
15157,2001m7,PHILLIPS PETROLEUM CO,13928,1,0,"0,0079867793","0,000090179143","-0,018042443","-0,011532138"
15188,2001m8,PHILLIPS PETROLEUM CO,13928,1,0,"0,0071816365","0,000097887889","-0,05868154","-0,04233335"
15219,2001m9,PHILLIPS PETROLEUM CO,13928,1,0,"0,031631406","0,000092754941","0,012785455","0,034992661"
15249,2001m10,PHILLIPS PETROLEUM CO,13928,1,0,"0,0032045457","0,000062204985","0,035866681","0,038370155"
15280,2001m11,PHILLIPS PETROLEUM CO,13928,1,0,"0,017131813","0,000060250059","0,066907324","-0,062136617"
15310,2001m12,PHILLIPS PETROLEUM CO,13928,1,0,"0,065962255","0,000051424573","0,017726334","0,03986796"
15341,2002m1,PHILLIPS PETROLEUM CO,13928,1,0,"-0,029704567","0,000046275687","-0,016031085","-0,035580553"
15372,2002m2,PHILLIPS PETROLEUM CO,13928,1,0,"0,017402055","0,000045862769","-0,021739893","0,034174725"
15400,2002m3,PHILLIPS PETROLEUM CO,13928,1,0,"0,062425964","0,000048157453","0,04468707","0,088491246"
15431,2002m4,PHILLIPS PETROLEUM CO,13928,1,0,"-0,041880861","0,000048018377","-0,049589068","-0,035998579"
15461,2002m5,PHILLIPS PETROLEUM CO,13928,1,0,"-0,037786357","0,000047525966","-0,010378457","-0,01759425"
15492,2002m6,PHILLIPS PETROLEUM CO,13928,1,0,"0,023110371","0,000046835157","-0,07038027","-0,036597311"
15522,2002m7,PHILLIPS PETROLEUM CO,13928,1,0,"-0,13731976","0,000046000776","-0,1116415","-0,15827754"
15553,2002m8,PHILLIPS PETROLEUM CO,13928,1,0,"0,02352331","0,000047385802","0,0079869293","0,015064251"
15584,2002m9,PHILLIPS PETROLEUM CO,13928,1,0,"-0,12057816","0,000046417965","-0,10004705","-0,0713709"
15614,2002m10,PHILLIPS PETROLEUM CO,13928,1,0,"0,022006981","0,000043216849","0,067965768","-0,0090438509"
15645,2002m11,PHILLIPS PETROLEUM CO,13928,1,0,"0,015051535","0,000040370844","0,085769519","0,041641913"
15675,2002m12,PHILLIPS PETROLEUM CO,13928,1,0,"0,012131312","0,000033762535","-0,053307008","0,00010777287"
15706,2003m1,PHILLIPS PETROLEUM CO,13928,1,0,"-0,0041331011","0,000031539214","-0,023471564","-0,025078347"
15737,2003m2,PHILLIPS PETROLEUM CO,13928,1,0,"0,060626924","0,000031680211","-0,015363033","0,029398225"
15765,2003m3,PHILLIPS PETROLEUM CO,13928,1,0,"0,057199161","0,000033000808","0,010387371","0,0012980662"
15796,2003m4,PHILLIPS PETROLEUM CO,13928,1,0,"-0,054153103","0,000031470216","0,082706094","-0,0085125687"
15826,2003m5,PHILLIPS PETROLEUM CO,13928,1,0,"0,072962269","0,000030565829","0,063492015","0,10619071"
15857,2003m6,PHILLIPS PETROLEUM CO,13928,1,0,"0,015378878","0,000032027732","0,016381502","-0,012819953"
15887,2003m7,PHILLIPS PETROLEUM CO,13928,1,0,"-0,037536427","0,00002153334","0,023042586","-0,035342973"
15918,2003m8,PHILLIPS PETROLEUM CO,13928,1,0,"0,066870466","0,000024105355","0,025064796","0,063793078"
15949,2003m9,PHILLIPS PETROLEUM CO,13928,1,0,"-0,019520059","0,000027162736","-0,0091809705","-0,020678932"
15979,2003m10,PHILLIPS PETROLEUM CO,13928,1,0,"0,037384309","0,000021741545","0,052226707","0,0055252025"
16010,2003m11,PHILLIPS PETROLEUM CO,13928,1,0,"0,022916429","0,000026329148","0,017171297","0,0082424693"
16040,2003m12,PHILLIPS PETROLEUM CO,13928,1,0,"0,14700617","0,000025910162","0,043448426","0,12639329"
16071,2004m1,PHILLIPS PETROLEUM CO,13928,1,0,"0,0061086398","0,00002208592","0,023842679","0,022875784"
16102,2004m2,PHILLIPS PETROLEUM CO,13928,1,0,"0,051978707","0,000022923759","0,01544934","0,052538149"
16131,2004m3,PHILLIPS PETROLEUM CO,13928,1,0,"0,013648828","0,000025842346","-0,010656404","-0,0061753788"
16162,2004m4,PHILLIPS PETROLEUM CO,13928,1,0,"0,021343729","0,000025771193","-0,024238879","0,017041583"
16192,2004m5,PHILLIPS PETROLEUM CO,13928,1,0,"0,034617759","0,000022298378","0,014090464","-0,0030160886"
16223,2004m6,PHILLIPS PETROLEUM CO,13928,1,0,"0,040365458","0,000025564375","0,021629544","0,062343515"
16253,2004m7,PHILLIPS PETROLEUM CO,13928,1,0,"0,038299002","0,000029592964","-0,03768605","0,030813254"
16284,2004m8,PHILLIPS PETROLEUM CO,13928,1,0,"-0,055097077","0,000034251945","0,0027945098","-0,015408321"
16315,2004m9,PHILLIPS PETROLEUM CO,13928,1,0,"0,1131264","0,000039323331","0,020541692","0,097559355"
16345,2004m10,PHILLIPS PETROLEUM CO,13928,1,0,"0,034537103","0,000040300507","0,016070303","0,014703787"
16376,2004m11,PHILLIPS PETROLEUM CO,13928,1,0,"0,07992883","0,00004725347","0,037141424","0,065025538"
16406,2004m12,PHILLIPS PETROLEUM CO,13928,1,0,"-0,046158887","0,000056008281","0,036282334","-0,030617042"
16437,2005m1,PHILLIPS PETROLEUM CO,13928,1,0,"0,06863986","0,000047948841","-0,026517818","0,033865627"
16468,2005m2,PHILLIPS PETROLEUM CO,13928,1,0,"0,20109734","0,000055244942","0,022697801","0,16777629"
16496,2005m3,PHILLIPS PETROLEUM CO,13928,1,0,"-0,027504759","0,000068319867","-0,016850591","-0,019124312"
16527,2005m4,PHILLIPS PETROLEUM CO,13928,1,0,"-0,027726248","0,000071599497","-0,025221592","-0,054117095"
16557,2005m5,PHILLIPS PETROLEUM CO,13928,1,0,"0,034873374","0,00007347561","0,037993193","0,027866857"
16588,2005m6,PHILLIPS PETROLEUM CO,13928,1,0,"0,066209264","0,000075899545","0,011474352","0,069729075"
16618,2005m7,PHILLIPS PETROLEUM CO,13928,1,0,"0,09413188","0,000081133752","0,04332678","0,070866086"
16649,2005m8,PHILLIPS PETROLEUM CO,13928,1,0,"0,053522963","0,000088369226","-0,0060141184","0,063865565"
16680,2005m9,PHILLIPS PETROLEUM CO,13928,1,0,"0,060206257","0,000092246315","0,010593397","0,062826492"
16710,2005m10,PHILLIPS PETROLEUM CO,13928,1,0,"-0,05453689","0,000085793734","-0,013740895","-0,076381281"
16741,2005m11,PHILLIPS PETROLEUM CO,13928,1,0,"-0,074502878","0,00010221382","0,034165464","0,0042616553"
16771,2005m12,PHILLIPS PETROLEUM CO,13928,1,0,"-0,038506001","0,00010811459","0,0034972755","0,018057451"
16802,2006m1,PHILLIPS PETROLEUM CO,13928,1,0,"0,11206595","0,00010946717","0,040057153","0,14609417"
16833,2006m2,PHILLIPS PETROLEUM CO,13928,1,0,"-0,05214262","0,00011473459","-0,0016283552","-0,092264995"
16861,2006m3,PHILLIPS PETROLEUM CO,13928,1,0,"0,035925232","0,00012225505","0,018970178","0,042485442"
16892,2006m4,PHILLIPS PETROLEUM CO,13928,1,0,"0,05938242","0,00012702313","0,013077589","0,050367609"
16922,2006m5,PHILLIPS PETROLEUM CO,13928,1,0,"-0,048506722","0,00012549013","-0,0310251","-0,027826393"
16953,2006m6,PHILLIPS PETROLEUM CO,13928,1,0,"0,035392608","0,00012976839","-0,0003182299","0,025401149"
16983,2006m7,PHILLIPS PETROLEUM CO,13928,1,0,"0,032674868","0,00012228313","-0,0096833464","0,022489557"
17014,2006m8,PHILLIPS PETROLEUM CO,13928,1,0,"-0,075903252","0,00013703064","0,025151808","-0,050809942"
17045,2006m9,PHILLIPS PETROLEUM CO,13928,1,0,"-0,061485123","0,00013985681","0,019410975","-0,03660617"
17075,2006m10,PHILLIPS PETROLEUM CO,13928,1,0,"0,02744445","0,00012507205","0,034900714","0,058527492"
17106,2006m11,PHILLIPS PETROLEUM CO,13928,1,0,"0,12067334","0,00014148996","0,025525862","0,088035017"
17136,2006m12,PHILLIPS PETROLEUM CO,13928,1,0,"0,069093518","0,00014320339","0,010861081","-0,028151929"
17167,2007m1,PHILLIPS PETROLEUM CO,13928,1,0,"-0,076997824","0,00012932274","0,019592071","-0,0092103146"
17198,2007m2,PHILLIPS PETROLEUM CO,13928,1,0,"-0,010317864","0,00013506156","-0,014020795","-0,020485433"
17226,2007m3,PHILLIPS PETROLEUM CO,13928,1,0,"0,046386998","0,00014202722","0,012952416","0,062914088"
17257,2007m4,PHILLIPS PETROLEUM CO,13928,1,0,"0,014630576","0,0001384529","0,039758045","0,051260784"
17287,2007m5,PHILLIPS PETROLEUM CO,13928,1,0,"0,12275989","0,00013034255","0,038909491","0,07779713"
17318,2007m6,PHILLIPS PETROLEUM CO,13928,1,0,"0,013818923","0,00013037657","-0,014821285","0,012994397"
17348,2007m7,PHILLIPS PETROLEUM CO,13928,1,0,"0,035099864","0,00011670869","-0,031721417","0,00014497715"
17379,2007m8,PHILLIPS PETROLEUM CO,13928,1,0,"0,012988655","0,00013702124","0,01169362","0,012029015"
17410,2007m9,PHILLIPS PETROLEUM CO,13928,1,0,"0,071803607","0,00011455196","0,04083449","0,073969804"
17440,2007m10,PHILLIPS PETROLEUM CO,13928,1,0,"-0,028825451","0,000092476468","0,028808465","0,035882592"
17471,2007m11,PHILLIPS PETROLEUM CO,13928,1,0,"-0,01508192","0,0001066585","-0,035230383","0,0065597035"
17501,2007m12,PHILLIPS PETROLEUM CO,13928,1,0,"0,10319842","0,00010027451","-0,0043625203","0,082740203"
17532,2008m1,PHILLIPS PETROLEUM CO,13928,1,0,"-0,09275201","0,000072702278","-0,062072419","-0,12287335"
17563,2008m2,PHILLIPS PETROLEUM CO,13928,1,0,"0,038535472","0,000043220585","-0,021622278","0,092672482"
17592,2008m3,PHILLIPS PETROLEUM CO,13928,1,0,"-0,078587838","0,000056849163","-0,010335678","-0,023377867"
17623,2008m4,PHILLIPS PETROLEUM CO,13928,1,0,"0,13042912","0,000032929674","0,051065568","0,10383476"
17653,2008m5,PHILLIPS PETROLEUM CO,13928,1,0,"0,086194038","0,00002903705","0,023818126","0,051987763"
17684,2008m6,PHILLIPS PETROLEUM CO,13928,1,0,"0,013856077","0,000054623593","-0,078533299","0,031577379"
17714,2008m7,PHILLIPS PETROLEUM CO,13928,1,0,"-0,13022663","0,000041826541","-0,013053237","-0,15913202"
17745,2008m8,PHILLIPS PETROLEUM CO,13928,1,0,"0,010904181","0,000041830044","0,010535574","0,0033602158"
17776,2008m9,PHILLIPS PETROLEUM CO,13928,1,0,"-0,11222885","0,000044332079","-0,098912783","-0,14948308"
17806,2008m10,PHILLIPS PETROLEUM CO,13928,1,0,"-0,38538614","0,0000154194","-0,26823696","-0,30284712"
17837,2008m11,PHILLIPS PETROLEUM CO,13928,1,0,"0,047868986","3,40E-06","-0,060760938","0,0072059659"
17867,2008m12,PHILLIPS PETROLEUM CO,13928,1,0,"-0,013709093","9,72E-07","0,022324005","-0,044988468"
17898,2009m1,PHILLIPS PETROLEUM CO,13928,1,0,"-0,082432441","4,17E-07","-0,078490332","-0,017793637"
17929,2009m2,PHILLIPS PETROLEUM CO,13928,1,0,"-0,20534265","4,17E-06","-0,10050758","-0,12331627"
17957,2009m3,PHILLIPS PETROLEUM CO,13928,1,0,"0,048460543","4,44E-06","0,087015815","0,037752334"
17988,2009m4,PHILLIPS PETROLEUM CO,13928,1,0,"0,046986718","3,75E-06","0,10942493","0,078191228"
18018,2009m5,PHILLIPS PETROLEUM CO,13928,1,0,"0,12981507","1,25E-06","0,067855343","0,12887727"
18049,2009m6,PHILLIPS PETROLEUM CO,13928,1,0,"-0,082460709","4,17E-06","-0,0030959924","-0,065448888"
18079,2009m7,PHILLIPS PETROLEUM CO,13928,1,0,"0,050625741","3,47E-06","0,081810951","0,053485949"
18110,2009m8,PHILLIPS PETROLEUM CO,13928,1,0,"0,030199032","3,75E-06","0,031335082","0,010865256"
18141,2009m9,PHILLIPS PETROLEUM CO,13928,1,0,"0,002886988","3,47E-06","0,045273893","0,058444932"
18171,2009m10,PHILLIPS PETROLEUM CO,13928,1,0,"0,10971148","1,25E-06","-0,031813566","0,010984816"
18202,2009m11,PHILLIPS PETROLEUM CO,13928,1,0,"0,039836988","8,33E-07","0,05139517","0,028769758"
18232,2009m12,PHILLIPS PETROLEUM CO,13928,1,0,"-0,013521359","2,50E-06","0,028345333","0,0087844403"
18263,2010m1,PHILLIPS PETROLEUM CO,13928,1,0,"-0,060113564","1,53E-06","-0,037133396","-0,044027336"
18294,2010m2,PHILLIPS PETROLEUM CO,13928,1,0,"0,010231224","4,17E-07","0,034774009","0,030091731"
18322,2010m3,PHILLIPS PETROLEUM CO,13928,1,0,"0,066041626","2,64E-06","0,063639559","0,028217187"
18353,2010m4,PHILLIPS PETROLEUM CO,13928,1,0,"0,15673247","4,03E-06","0,02006969","0,041550752"
18383,2010m5,PHILLIPS PETROLEUM CO,13928,1,0,"-0,11437667","4,17E-06","-0,0792135","-0,1145051"
18414,2010m6,PHILLIPS PETROLEUM CO,13928,1,0,"-0,053413045","4,44E-06","-0,05082589","-0,059288509"
18444,2010m7,PHILLIPS PETROLEUM CO,13928,1,0,"0,13621214","3,75E-06","0,070217036","0,083735906"
18475,2010m8,PHILLIPS PETROLEUM CO,13928,1,0,"-0,050525188","4,17E-06","-0,042918108","-0,04903416"
18506,2010m9,PHILLIPS PETROLEUM CO,13928,1,0,"0,095365249","4,72E-06","0,091566809","0,099984862"
18536,2010m10,PHILLIPS PETROLEUM CO,13928,1,0,"0,040409818","4,31E-06","0,037957888","0,053835742"
18567,2010m11,PHILLIPS PETROLEUM CO,13928,1,0,"0,018331414","4,03E-06","0,0087761292","0,047016717"
18597,2010m12,PHILLIPS PETROLEUM CO,13928,1,0,"0,13179326","4,72E-06","0,067283355","0,093181349"
18628,2011m1,PHILLIPS PETROLEUM CO,13928,1,0,"0,049339216","1,53E-06","0,019074835","0,071794897"
18659,2011m2,PHILLIPS PETROLEUM CO,13928,1,0,"0,099223919","4,17E-06","0,038132824","0,073684201"
18687,2011m3,PHILLIPS PETROLEUM CO,13928,1,0,"0,025555389","3,75E-06","0,0034299083","0,018839324"
18718,2011m4,PHILLIPS PETROLEUM CO,13928,1,0,"-0,012146275","1,81E-06","0,028691143","0,0091410168"
18748,2011m5,PHILLIPS PETROLEUM CO,13928,1,0,"-0,063446283","8,33E-07","-0,014824625","-0,041861802"
18779,2011m6,PHILLIPS PETROLEUM CO,13928,1,0,"0,026905231","1,25E-06","-0,018264329","-0,019218076"
18809,2011m7,PHILLIPS PETROLEUM CO,13928,1,0,"-0,034223448","5,56E-07","-0,022433277","0,014598517"
18840,2011m8,PHILLIPS PETROLEUM CO,13928,1,0,"-0,054451987","5,00E-06","-0,057314355","-0,10215825"
18871,2011m9,PHILLIPS PETROLEUM CO,13928,1,0,"-0,06978111","4,17E-07","-0,084963292","-0,14422174"
18901,2011m10,PHILLIPS PETROLEUM CO,13928,1,0,"0,064507455","5,56E-07","0,077098571","0,1397659"
18932,2011m11,PHILLIPS PETROLEUM CO,13928,1,0,"0,014041035","6,94E-07","-0,025843721","-0,0037599832"
18962,2011m12,PHILLIPS PETROLEUM CO,13928,1,0,"0,021733079","1,67E-07","0,0037129039","-0,020461215"
18993,2012m1,PHILLIPS PETROLEUM CO,13928,1,0,"-0,063949548","4,17E-07","0,054102685","0,022566255"
19024,2012m2,PHILLIPS PETROLEUM CO,13928,1,0,"0,13244674","1,67E-06","0,041180659","0,059272803"
19053,2012m3,PHILLIPS PETROLEUM CO,13928,1,0,"-0,0070542232","1,11E-06","0,024026984","-0,038154155"
19084,2012m4,PHILLIPS PETROLEUM CO,13928,1,0,"-0,057624061","9,72E-07","-0,0068070008","-0,0071080439"
19114,2012m5,PHILLIPS PETROLEUM CO,13928,1,0,"-0,048631176","1,81E-06","-0,06588918","-0,10682197"
19145,2012m6,PHILLIPS PETROLEUM CO,13928,1,0,"0,071319051","8,33E-07","0,038209856","0,048006397"
19175,2012m7,PHILLIPS PETROLEUM CO,13928,1,0,"-0,014362913","9,72E-07","0,01029374","0,049419899"
19206,2012m8,PHILLIPS PETROLEUM CO,13928,1,0,"0,043166831","1,39E-06","0,0262923","0,026992066"
19237,2012m9,PHILLIPS PETROLEUM CO,13928,1,0,"0,0068673939","2,36E-06","0,026509769","0,031219736"
19267,2012m10,PHILLIPS PETROLEUM CO,13928,1,0,"0,022798041","1,53E-06","-0,010423535","-0,021951735"
19298,2012m11,PHILLIPS PETROLEUM CO,13928,1,0,"-0,015199658","2,78E-06","0,0065123695","-0,014218155"
19328,2012m12,PHILLIPS PETROLEUM CO,13928,1,0,"0,018440519","3,19E-06","0,012589275","0,010239303"
19359,2013m1,PHILLIPS PETROLEUM CO,13928,1,0,"0,00017241553","5,56E-07","0,054154016","0,083029971"
19390,2013m2,PHILLIPS PETROLEUM CO,13928,1,0,"0,010523151","1,11E-06","0,0083725397","0,0043956563"
19418,2013m3,PHILLIPS PETROLEUM CO,13928,1,0,"0,037100911","2,36E-06","0,035316341","0,025431769"
19449,2013m4,PHILLIPS PETROLEUM CO,13928,1,0,"0,0058236644","9,72E-07","0,014946403","-0,013113108"
19479,2013m5,PHILLIPS PETROLEUM CO,13928,1,0,"0,025397388","9,72E-07","0,019178808","0,028491165"
19510,2013m6,PHILLIPS PETROLEUM CO,13928,1,0,"-0,013694168","5,56E-07","-0,015042944","-0,022670737"
19540,2013m7,PHILLIPS PETROLEUM CO,13928,1,0,"0,083394237","1,39E-07","0,05263016","0,052618071"
19571,2013m8,PHILLIPS PETROLEUM CO,13928,1,0,"0,022201702","2,78E-07","-0,025734028","-0,010313014"
19602,2013m9,PHILLIPS PETROLEUM CO,13928,1,0,"0,048416272","6,94E-07","0,03750895","0,021164307"
19632,2013m10,PHILLIPS PETROLEUM CO,13928,1,0,"0,06149631","6,94E-07","0,035732113","0,034986869"
19663,2013m11,PHILLIPS PETROLEUM CO,13928,1,0,"-0,0054730279","9,72E-07","0,023912761","-0,0012674463"
19693,2013m12,PHILLIPS PETROLEUM CO,13928,1,0,"-0,029532986","1,53E-06","0,026196547","0,028704634"
19724,2014m1,PHILLIPS PETROLEUM CO,13928,1,0,"-0,080679469","4,17E-07","-0,029955011","-0,057959609"
19755,2014m2,PHILLIPS PETROLEUM CO,13928,1,0,"0,034781985","8,33E-07","0,04628982","0,051211372"
19783,2014m3,PHILLIPS PETROLEUM CO,13928,1,0,"0,057894714","1,25E-06","0,0044357283","0,021071041"
19814,2014m4,PHILLIPS PETROLEUM CO,13928,1,0,"0,056289967","8,33E-07","0,0014230843","0,052548848"
19844,2014m5,PHILLIPS PETROLEUM CO,13928,1,0,"0,085215904","5,56E-07","0,020251282","0,016748451"
19875,2014m6,PHILLIPS PETROLEUM CO,13928,1,0,"0,072429329","1,11E-06","0,028027399","0,055080466"
19905,2014m7,PHILLIPS PETROLEUM CO,13928,1,0,"-0,029380569","4,17E-07","-0,020529615","-0,034665346"
19936,2014m8,PHILLIPS PETROLEUM CO,13928,1,0,"-0,015515131","2,08E-07","0,040290773","0,021835877"
19967,2014m9,PHILLIPS PETROLEUM CO,13928,1,0,"-0,057867575","5,56E-07","-0,025125347","-0,077507183"
19997,2014m10,PHILLIPS PETROLEUM CO,13928,1,0,"-0,015429663","4,17E-07","0,037308317","-0,0045738518"
20028,2014m11,PHILLIPS PETROLEUM CO,13928,1,0,"-0,086183347","2,78E-07","0,020212194","-0,089657202"
20058,2014m12,PHILLIPS PETROLEUM CO,13928,1,0,"0,045254998","1,11E-06","-0,0035814727","-0,0022935471"
20089,2015m1,PHILLIPS PETROLEUM CO,13928,1,0,"-0,088039361","4,17E-07","-0,027105996","-0,045603845"
20120,2015m2,PHILLIPS PETROLEUM CO,13928,1,0,"0,046356421","4,17E-07","0,056000657","0,04592976"
20148,2015m3,PHILLIPS PETROLEUM CO,13928,1,0,"-0,045092005","6,94E-07","-0,010326237","-0,011649821"
20179,2015m4,PHILLIPS PETROLEUM CO,13928,1,0,"0,090909094","6,94E-07","0,0086387536","0,065738574"
20209,2015m5,PHILLIPS PETROLEUM CO,13928,1,0,"-0,051860921","-1,39E-07","0,010356373","-0,051886804"
20240,2015m6,PHILLIPS PETROLEUM CO,13928,1,0,"-0,035646994","2,78E-07","-0,019239653","-0,034777436"
20270,2015m7,PHILLIPS PETROLEUM CO,13928,1,0,"-0,16903868","1,39E-07","0,012304676","-0,076902688"
20301,2015m8,PHILLIPS PETROLEUM CO,13928,1,0,"-0,023639228","8,33E-07","-0,060059883","-0,042519424"
20332,2015m9,PHILLIPS PETROLEUM CO,13928,1,0,"-0,024211643","2,78E-07","-0,033820637","-0,071748964"
20362,2015m10,PHILLIPS PETROLEUM CO,13928,1,0,"0,1442183","-2,78E-07","0,074186891","0,12613948"
20393,2015m11,PHILLIPS PETROLEUM CO,13928,1,0,"0,036060274","2,78E-07","0,0067570386","0,021534417"
20423,2015m12,PHILLIPS PETROLEUM CO,13928,1,0,"-0,13617022","2,78E-06","-0,022346674","-0,10502278"
20454,2016m1,PHILLIPS PETROLEUM CO,13928,1,0,"-0,16298987","3,89E-06","-0,056998283","-0,034980115"
20485,2016m2,PHILLIPS PETROLEUM CO,13928,1,0,"-0,12755138","6,25E-06","0,00068726775","-0,028002011"
20514,2016m3,PHILLIPS PETROLEUM CO,13928,1,0,"0,19036354","6,25E-06","0,070505328","0,10164375"
20545,2016m4,PHILLIPS PETROLEUM CO,13928,1,0,"0,18673952","4,72E-06","0,011831184","0,090644702"
20575,2016m5,PHILLIPS PETROLEUM CO,13928,1,0,"-0,078413986","4,31E-06","0,014391575","-0,009333293"
20606,2016m6,PHILLIPS PETROLEUM CO,13928,1,0,"-0,0043389415","5,00E-06","0,0031732204","0,027145721"
20636,2016m7,PHILLIPS PETROLEUM CO,13928,1,0,"-0,058058236","5,14E-06","0,038786817","-0,012602591"
20667,2016m8,PHILLIPS PETROLEUM CO,13928,1,0,"0,0056344806","5,00E-06","0,002798747","0,016770625"
20698,2016m9,PHILLIPS PETROLEUM CO,13928,1,0,"0,058952548","6,81E-06","0,0030445021","0,036925249"
20728,2016m10,PHILLIPS PETROLEUM CO,13928,1,0,"0,001617784","5,56E-06","-0,027060967","-0,043223623"
20759,2016m11,PHILLIPS PETROLEUM CO,13928,1,0,"0,13803351","5,00E-06","0,040418684","0,10481346"
20789,2016m12,PHILLIPS PETROLEUM CO,13928,1,0,"0,033388268","6,94E-06","0,018747913","0,017279392"
20820,2017m1,PHILLIPS PETROLEUM CO,13928,1,0,"-0,027522963","0,00001250211","0,022173285","-0,032129556"
20851,2017m2,PHILLIPS PETROLEUM CO,13928,1,0,"-0,019249009","0,000013057516","0,032628167","-0,020850539"
20879,2017m3,PHILLIPS PETROLEUM CO,13928,1,0,"0,048349787","0,000012223941","0,0020500966","-0,014855431"
20910,2017m4,PHILLIPS PETROLEUM CO,13928,1,0,"-0,039302167","0,000020088781","0,0096190702","-0,029470745"
20940,2017m5,PHILLIPS PETROLEUM CO,13928,1,0,"-0,061996605","0,000018337872","0,0093579441","-0,035377271"
20971,2017m6,PHILLIPS PETROLEUM CO,13928,1,0,"-0,01633474","0,000020282303","0,0096782167","-0,001225642"
21001,2017m7,PHILLIPS PETROLEUM CO,13928,1,0,"-0,00026024188","0,000022784785","0,017181421","0,0068007344"
21032,2017m8,PHILLIPS PETROLEUM CO,13928,1,0,"-0,037690084","0,000026814181","0,0016129673","-0,054788373"
21063,2017m9,PHILLIPS PETROLEUM CO,13928,1,0,"0,14635821","0,000024980956","0,023813292","0,10179578"
21093,2017m10,PHILLIPS PETROLEUM CO,13928,1,0,"0,026409995","0,00002612032","0,02134813","-0,010358986"
21124,2017m11,PHILLIPS PETROLEUM CO,13928,1,0,"-0,0052786022","0,000026814181","0,027409703","0,017523116"
21154,2017m12,PHILLIPS PETROLEUM CO,13928,1,0,"0,07881286","0,000030985659","0,01228676","0,052705396"
21185,2018m1,PHILLIPS PETROLEUM CO,13928,1,0,"0,071415596","0,000034738507","0,050687827","0,035842739"
21216,2018m2,PHILLIPS PETROLEUM CO,13928,1,0,"-0,071458146","0,000032789601","-0,039435159","-0,10835005"
